Habitat,Site,Canopy_cover,Ground_cover,Nearest_canopy_spp,Disturbance,Drought,Phorids,Notes,GPS_Easting,GPS_Northing,name,Acre,Total_ants,S_invicta_present,Solenopsis_invicta,Pheidole_floridana,Pheidole_tetra,Solenopsis_texana,Camponotus_texanus,Aphenogaster_texana,Brachymyermex,Crematogaster_laeviuscula,Forelius_mccooki,Forelius_pruinosis,Monomorium_minimum,Odontomachus_clarus,Paratrechina_terricola,Pheidole_bicarinata,Pheidole_dentata,Pheidole_lamia,Pheidole_metallescens,Pheidole_pelor,Pheilode_hyati,Pseudomyrmex_brunneus,Solenopsis_geminata,Atta_texana,Camponotus_sansabeaneus,Other_species,Pachycondyla_harpax
R,2,3,2,sugar hackberry,low,2,0,NA,617508,3350462,student_9,55,70,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R,3,3,3,sugar hackberry,low,2,0,right at fence,617489,3350454,student_9,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0
R,4,0,0,sugar hackberry,high,2,0,path,617521,3350459,student_9,55,200,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R,5,0,3,sugar hackberry,low,0,0,in turk field,617534,3350438,student_9,55,60,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R,6,1,3,sugar hackberry,low,1,0,near pond,617547,3350430,student_9,55,170,1,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R,7,1,3,sugar hackberry,low,0,0,near pond,617544,3350424,student_9,55,300,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R,8,2,3,sugar hackberry,low,0,0,near pond,617538,3350421,student_9,55,141,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R,9,3,1,sugar hackberry,low,0,0,NA,617531,3350415,student_9,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
R,10,3,0,sugar hackberry,low,0,0,NA,617521,3350426,student_9,55,250,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R,11,3,0,pecan,high,1,0,path,617502,3350439,student_9,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
R,12,1,3,sugar hackberry,high,2,0,path,617487,3350456,student_9,55,400,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R,13,2,3,sugar hackberry,high,3,0,NA,617502,3350470,student_9,55,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
R,14,2,2,sugar hackberry,high,2,0,NA,617520,3350466,student_9,55,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
R,15,1,2,sugar hackberry,high,3,0,NA,617532,3350453,student_9,55,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0
R,16,1,3,sugar hackberry,low,0,0,near fallen cottonwood,NA,NA,student_9,55,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,1,2,1,hackberry,high,1,0,NA,NA,NA,student_10,64,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0
P,2,3,0,hackberry,high,0,0,NA,NA,NA,student_10,64,140,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,3,3,1,hackberry,high,0,0,NA,NA,NA,student_10,64,75,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,4,3,0,hackberry,high,2,1,NA,NA,NA,student_10,64,214,1,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,5,1,1,mesquite,high,2,0,NA,NA,NA,student_10,64,185,1,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,6,3,0,hackberry,low,0,0,NA,NA,NA,student_10,64,115,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,7,1,1,hackberry,high,1,0,NA,NA,NA,student_10,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0
P,8,2,0,Ashe Juniper,high,2,1,NA,NA,NA,student_10,64,110,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,9,2,2,Ashe Juniper,high,2,1,NA,NA,NA,student_10,64,120,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,10,0,1,Mesquite,high,3,0,NA,NA,NA,student_10,64,105,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,11,0,1,Mesquite,high,3,0,NA,NA,NA,student_10,64,95,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,12,0,1,Mesquite,low,3,0,NA,NA,NA,student_10,64,70,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,13,0,1,laurel cherry,low,3,1,NA,NA,NA,student_10,64,337,1,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,14,0,0,persimmon,high,2,0,NA,NA,NA,student_10,64,60,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,15,0,1,none- just vines,high,2,0,NA,NA,NA,student_10,64,75,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,16,0,1,none- just vines,high,3,0,NA,NA,NA,student_10,64,130,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q,1,0,3,Ashe Juniper,low,2,1,NA,617180,3351180,student_11,9,200,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q,2,0,3,Ashe Juniper,low,2,1,NA,617184,3351180,student_11,9,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q,3,0,3,Ashe Juniper,low,2,0,NA,617188,3351180,student_11,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Q,4,3,2,Live Oak,low,0,0,NA,617192,3351180,student_11,9,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q,5,3,1,Ashe Juniper,low,0,0,NA,617192,3351176,student_11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q,6,3,1,Ashe Juniper,low,0,0,NA,617192,3351172,student_11,9,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q,7,3,2,Ashe Juniper,low,0,0,NA,617192,3351168,student_11,9,150,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q,8,3,1,Ashe Juniper,low,0,0,NA,617192,3351164,student_11,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
Q,9,3,2,Ashe Juniper,low,0,0,NA,617192,3351184,student_11,9,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q,10,3,2,Reticulated Hackberry,low,0,0,NA,617192,3351188,student_11,9,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q,11,3,2,Youpon,low,0,0,NA,617192,3351192,student_11,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
Q,12,3,2,Cherry Laurel,low,0,0,NA,617192,3351196,student_11,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
Q,13,3,2,Post Oak,low,0,0,NA,617196,3351180,student_11,9,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q,14,3,2,Ashe Juniper,low,0,0,NA,617200,3351180,student_11,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Q,15,3,2,Ashe Juniper,low,0,0,NA,617204,3351180,student_11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q,16,3,1,Ashe Juniper,low,0,1,NA,617208,3351180,student_11,9,91,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,1,2,1,Pecan,high,2,0,NA,362,679,student_12,15,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0
P,2,2,0,Cedar Elm,low,1,1,NA,367,685,student_12,15,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0
P,3,2,0,Hackberry,low,2,0,Yellow jacket at hotdog,352,676,student_12,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
P,4,2,1,Pecan,high,0,0,NA,351,686,student_12,15,450,1,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,5,3,1,Ashe Juniper,high,2,0,Large ants escaped,364,693,student_12,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
P,6,3,1,Ashe Juniper,low,2,0,NA,359,703,student_12,15,200,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,7,3,0,Pecan,high,1,0,NA,353,713,student_12,15,16,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P,8,3,0,Ashe Juniper,low,0,0,NA,344,716,student_12,15,160,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,9,2,1,Hackberry,high,0,0,NA,343,726,student_12,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
P,10,2,0,Pecan,high,0,0,NA,343,710,student_12,15,51,0,0,2,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,11,1,2,American Elm,high,2,0,NA,331,723,student_12,15,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P,12,1,1,Cottonwood,high,0,0,NA,338,702,student_12,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,13,3,2,Hackberry,low,0,1,NA,325,692,student_12,15,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,14,3,0,Hackberry,low,1,1,NA,335,683,student_12,15,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,15,2,0,Pecan,high,1,0,NA,345,687,student_12,15,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,16,2,1,Pecan,low,0,0,NA,348,684,student_12,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
P,1,1,2,Cedar Elm,high,1,NA,NA,571,517,student_15,20,238,1,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2,3,2,Cedar Elm,low,0,NA,NA,567,524,student_15,20,68,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,3,3,1,Hackberry,low,0,NA,NA,579,526,student_15,20,34,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,4,1,3,Cedar Elm,high,2,NA,NA,583,534,student_15,20,308,1,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,5,3,1,Hackberry,low,0,NA,NA,593,532,student_15,20,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,6,1,2,Cedar Elm,high,1,NA,NA,607,537,student_15,20,186,1,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,7,0,3,Ashe Juniper,high,2,NA,NA,592,546,student_15,20,412,1,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,8,3,1,Ashe Juniper,low,0,1,NA,605,550,student_15,20,38,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,9,1,2,Hackberry,high,2,NA,NA,622,542,student_15,20,52,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,10,0,3,Cedar Elm,high,2,NA,NA,613,527,student_15,20,212,1,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,11,3,1,Hackberry,low,0,NA,NA,629,528,student_15,20,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0
P,12,1,2,Hackberry,high,2,NA,NA,622,510,student_15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,13,3,0,Cedar Elm,low,0,NA,NA,614,501,student_15,20,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0
P,14,1,3,Ashe Juniper,high,1,NA,NA,605,490,student_15,20,317,1,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,15,3,1,Cedar Elm,low,1,NA,NA,603,505,student_15,20,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0
P,16,2,1,Cedar Elm,high,1,NA,NA,591,518,student_15,20,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
